timestamp,aimp,amud,arnd,asin1,asin2,adbr,adfl,bed1,bed2,bfo1,bfo2,bso1,bso2,bso3,ced1,cfo1,cso1,y
2022-01-24 03:33:20,-0.1002313561947507,-0.6118886004582389,-0.4862533843403673,1.0495151214422886,-1.2042808240940597,0.9971185513558608,0.8083761255891312,-1.2358084628862545,-0.6214229084856618,0.2950350151379451,0.9631361412865184,-0.6599124924869438,0.5748398714167442,0.6875137395258195,-0.6123660420283068,-0.552349762496673,0.1024752180942904,0.0
2022-01-24 03:33:21,-0.1002313561947507,-0.6118886004582389,-0.471339975267238,1.049496298388953,-1.204429410857235,0.9971185513558608,0.8083761255891312,-1.2374753866856654,-0.6214231174274196,0.2991059914258023,0.9688319142525104,-0.6599190735417363,0.6197532425908572,0.6939493353360743,-0.6143487682219703,-0.5561401357570573,0.1069589541404929,0.0
2022-01-24 03:33:22,-0.1002313561947507,-0.6118886004582389,-0.4644195690720184,1.049477474915042,-1.2045779494679911,0.9971185513558608,0.8083761255891312,-1.2391256412470824,-0.6214233159220894,0.3032246549587338,0.9745137871287912,-0.6599256524871121,0.6624554346987267,0.700378139907076,-0.6163298938885853,-0.5598826365691079,0.1114268691873772,0.0
2022-01-24 03:33:23,-0.1002313561947507,-0.6118886004582389,-0.4382687843740028,1.0494586510205626,-1.204726439920386,0.9971185513558608,0.8083761255891312,-1.240759393262885,-0.6214235044920259,0.3077465754584031,0.98018179377618,-0.6599322293228138,0.7026149204226959,0.7068001603864383,-0.6183093803532173,-0.5635846574512603,0.1158816432709175,0.0
2022-01-24 03:33:24,-0.1002313561947507,-0.6118886004582389,-0.4271810461288524,1.0494398267055225,-1.20487488220848,0.9971185513558608,0.8083761255891312,-1.2423768077585298,-0.6214236836334655,0.3123845124269415,0.9858359679730084,-0.6599388040485865,0.7399380335701812,0.7132154039177763,-0.6202871894917223,-0.5672490443252408,0.120325608101944,0.0
2022-01-24 03:33:25,-0.1002313561947507,-0.6118886004582389,-0.4245866582887487,1.0494210019699228,-1.2050232763262936,0.9971185513558608,0.8083761255891312,-1.243978048109218,-0.621423853817833,0.3169787095471056,0.9914763434153224,-0.6599453766641669,0.7741704294878958,0.7196238776400503,-0.622263283724746,-0.5708761481417786,0.1247607353168966,0.0
2022-01-24 03:33:26,-0.1002313561947507,-0.6118886004582389,-0.423076840597831,1.049402176813784,-1.205171622267975,0.9971185513558608,0.8083761255891312,-1.2455632760563995,-0.6214240154929822,0.3215099259676557,0.9971029537170836,-0.6599519471692913,0.8050980179505046,0.7260255886870309,-0.6242376260117855,-0.5744660191349207,0.1291886295636882,0.0
2022-01-24 03:33:27,-0.1002313561947507,-0.6118886004582389,-0.4353725014183636,1.0493833512371074,-1.2053199200275482,0.9971185513558608,0.8083761255891312,-1.247132651724109,-0.621424169084374,0.3257234675364099,1.0027158324103669,-0.659958515563699,0.8325474514242908,0.7324205441868713,-0.6262101798453114,-0.5780148495474022,0.1336105262166804,0.0
2022-01-24 03:33:28,-0.1002313561947507,-0.6118886004582389,-0.4374264106011141,1.0493645252399002,-1.2054681695990814,0.9971185513558608,0.8083761255891312,-1.2486863336351413,-0.6214243149961962,0.3298154974911723,1.0083150129455616,-0.6599650818471342,0.8563862593879271,0.7388087512617558,-0.628180909244951,-0.581521903497874,0.1380272935352973,0.0
2022-01-24 03:33:29,-0.1002313561947507,-0.6118886004582389,-0.4563902217435721,1.04934569882217,-1.2056163709766448,0.9971185513558608,0.8083761255891312,-1.2502244787270635,-0.6214244536124273,0.3334749269596819,1.01390052869157,-0.6599716460193329,0.8765225367498201,0.7451902170276178,-0.6301497787517298,-0.5849817541280604,0.1424394390658827,0.0
